landmark,latitude,longitude,wiki_title,wiki_content
"Hermitage Museum, Saint Petersburg, Russia",59.9412076,30.315486515853937,Hermitage Museum,"The State Hermitage Museum (Russian: Государственный Эрмитаж, tr. Gosudarstvennyj Ermitaž, IPA: [ɡəsʊˈdarstvʲɪn(ː)ɨj ɪrmʲɪˈtaʂ]) is a museum of art and culture in Saint Petersburg, Russia. It was founded in 1764 when Empress Catherine the Great acquired a collection of paintings from the Berlin merchant Johann Ernst Gotzkowsky. The museum celebrates the anniversary of its founding each year on 7 December, Saint Catherine's Day. It has been open to the public since 1852. The Art Newspaper ranked the museum 10th  in their list of the most visited art museums, with 2,812,913 visitors in 2022. 
Its collections, of which only a small part is on permanent display, comprise over three million items (the numismatic collection accounts for about one-third of them). The collections occupy a large complex of six historic buildings along Palace Embankment, including the Winter Palace, a former residence of Russian emperors. Apart from them, the Menshikov Palace, Museum of Porcelain, Storage Facility at Staraya Derevnya, and the eastern wing of the General Staff Building are also part of the museum. The museum has several exhibition centers abroad. The Hermitage is a federal state property. Since July 1992, the director of the museum has been Mikhail Piotrovsky.
Of the six buildings in the main museum complex, five—namely the Winter Palace, Small Hermitage, Old Hermitage, New Hermitage, and Hermitage Theatre—are all open to the public. The entrance ticket for foreign tourists costs more than the fee paid by citizens of Russia and Belarus. However, entrance is free of charge the third Thursday of every month for all visitors, and free daily for students and children. The museum is closed on Mondays. The entrance for individual visitors is located in the Winter Palace, accessible from the Courtyard."
"Palma Aquarium, Palma de Mallorca, Spain",39.53179315,2.729531614833046,Palma Aquarium,"Palma Aquarium is a commercial aquarium and park that first opened in 2007 in Palma, Mallorca, Spain. The aquarium is the property of Coral World International. The aquarium is 500 m (1,600 ft) from Playa de Palma beach, and includes 55 tanks which are home to over 700 different species from the Mediterranean Sea and the Indian, Atlantic and Pacific Oceans. One tank, ""Big Blue"" is 8.5 m (28 ft) deep, the deepest shark tank in Europe, and it also contains the largest collection of live coral in Europe The park was awarded ""Best Business Initiative in the Balearics 2007"", awarded by Actualidad Económica magazine, and was awarded the ""2007 Accessibility Prize"" by the Consell de Mallorca.
The aquarium organises environmentally focused activities, and takes part in protection and conservation campaigns.
Palma Aquarium has more than 400,000 visitors every year, with an average of over 1000 visitors a day. 50% of its visitors are local and national, while the rest are mainly of European origin. Palma Aquarium has received several awards, including the “Best Business Initiative in Balearics 2007” award, awarded by Actualidad Económica magazine and the “2007 Accessibility Award”, awarded by the Consell de Mallorca.
A visit to the aquarium is presented as if it were a journey through the world’s seas and oceans.

"
"Hagia Sophia, Istanbul, Turkey",41.00850455,28.98001115466667,Hagia Sophia,"Hagia Sophia (lit. 'Holy Wisdom'; Turkish: Ayasofya; Greek: Ἁγία Σοφία, romanized: Hagía Sofía; Latin: Sancta Sapientia), officially the Hagia Sophia Grand Mosque (Turkish: Ayasofya-i Kebir Cami-i Şerifi), is a mosque, a former church, and a major cultural and historical site in Istanbul, Turkey. The last of three church buildings to be successively erected on the site by the Eastern Roman Empire, it was completed in 537 AD. The site was an Eastern Orthodox church from 360 AD to 1204, when it was converted to a Catholic church following the Fourth Crusade. It was reclaimed in 1261 and remained Eastern Orthodox until the Ottoman conquest of Constantinople in 1453. It served as a mosque until 1935, when it became a museum. In 2020, the site once again became a mosque.
The current structure was built by the Byzantine emperor Justinian I as the Christian cathedral of Constantinople for the Byzantine Empire between 532 and 537, and was designed by the Greek geometers Isidore of Miletus and Anthemius of Tralles. It was formally called the Church of God's Holy Wisdom (Greek: Ναὸς τῆς Ἁγίας τοῦ Θεοῦ Σοφίας, romanized: Naòs tês Hagías toû Theoû Sophías) and upon completion became the world's largest interior space and among the first to employ a fully pendentive dome. It is considered the epitome of Byzantine architecture and is said to have ""changed the history of architecture"". The present Justinianic building was the third church of the same name to occupy the site, as the prior one had been destroyed in the Nika riots. As the episcopal see of the ecumenical patriarch of Constantinople, it remained the world's largest cathedral for nearly a thousand years, until the Seville Cathedral was completed in 1520. Beginning with subsequent Byzantine architecture, Hagia Sophia became the paradigmatic Orthodox church form, and its architectural style was emulated by Ottoman mosques a thousand years later. It has been described as ""holding a unique position in the Christian world"" and as an architectural and cultural icon of Byzantine and Eastern Orthodox civilization.
The religious and spiritual centre of the Eastern Orthodox Church for nearly one thousand years, the church was dedicated to the Holy Wisdom. It was where the excommunication of Patriarch Michael I Cerularius was officially delivered by Humbert of Silva Candida, the envoy of Pope Leo IX in 1054, an act considered the start of the East–West Schism. In 1204, it was converted during the Fourth Crusade into a Catholic cathedral under the Latin Empire, before being returned to the Eastern Orthodox Church upon the restoration of the Byzantine Empire in 1261. Enrico Dandolo, the doge of Venice who led the Fourth Crusade and the 1204 Sack of Constantinople, was buried in the church.
After the fall of Constantinople to the Ottoman Empire in 1453, it was converted to a mosque by Mehmed the Conqueror and became the principal mosque of Istanbul until the 1616 construction of the Sultan Ahmed Mosque. Upon its conversion, the bells, altar, iconostasis, ambo, and baptistery were removed, while iconography, such as the mosaic depictions of Jesus, Mary, Christian saints and angels were removed or plastered over. Islamic architectural additions included four minarets, a minbar and a mihrab. The Byzantine architecture of the Hagia Sophia served as inspiration for many other religious buildings including the Hagia Sophia in Thessaloniki, Panagia Ekatontapiliani, the Şehzade Mosque, the Süleymaniye Mosque, the Rüstem Pasha Mosque and the Kılıç Ali Pasha Complex. The patriarchate moved to the Church of the Holy Apostles, which became the city's cathedral.
The complex remained a mosque until 1931, when it was closed to the public for four years. It was re-opened in 1935 as a museum under the secular Republic of Turkey, and the building was Turkey's most visited tourist attraction as of 2019.
In July 2020, the Council of State annulled the 1934 decision to establish the museum, and the Hagia Sophia was reclassified as a mosque. The 1934 decree was ruled to be unlawful under both Ottoman and Turkish law as Hagia Sophia's waqf, endowed by Sultan Mehmed, had designated the site a mosque; proponents of the decision argued the Hagia Sophia was the personal property of the sultan. The decision to designate Hagia Sophia as a mosque was highly controversial. It resulted in divided opinions and drew condemnation from the Turkish opposition, UNESCO, the World Council of Churches and the International Association of Byzantine Studies, as well as numerous international leaders, while several Muslim leaders in Turkey and other countries welcomed its conversion into a mosque."
"Belem Tower, Lisbon, Portugal",38.691613149999995,-9.215917330364086,Belém Tower,"Belém Tower (Portuguese: Torre de Belém, pronounced [ˈtoʁɨ ðɨ βɨˈlɐ̃j]; literally: Bethlehem Tower), officially the Tower of Saint Vincent (Portuguese: Torre de São Vicente) is a 16th-century fortification located in Lisbon that served as a point of embarkation and disembarkation for Portuguese explorers and as a ceremonial gateway to Lisbon.  This tower symbolizes Portugal's maritime and colonial power in early modern Europe. It was built during the height of the Portuguese Renaissance, and is a prominent example of the Portuguese Manueline style, but it also incorporates other architectural styles, such as the minarets, which are inspired by Moorish architecture. The structure was built from lioz limestone and is composed of a bastion and a 30-metre (100 ft), four-storey tower.
Since 1983, the tower has been a UNESCO World Heritage Site, along with the Jerónimos Monastery. It is often portrayed as a symbol of Europe's Age of Discoveries and as a metonym for Portugal or Lisbon, given its landmark status. It has incorrectly been stated that the tower was built in the middle of the Tagus and now sits near the shore because the river was redirected after the 1755 Lisbon earthquake. In fact, the tower was built on a small island in the Tagus river near the Lisbon shore."
"Royal Armouries Museum, Leeds, United Kingdom",53.7918315,-1.5322628997685417,Royal Armouries Museum,"The Royal Armouries Museum in Leeds, West Yorkshire, England, is a national museum that holds the National Collection of Arms and Armour. It is part of the Royal Armouries family of museums, with other sites at the Royal Armouries' traditional home in the Tower of London, and the National Collection of Artillery at Fort Nelson, Hampshire. The Royal Armouries is a non-departmental public body sponsored by the Department for Culture, Media and Sport.
The Royal Armouries Museum is a £42.5 million purpose-built museum located in Leeds Dock that opened in 1996. Its collection was previously on display or in storage at the Tower of London where the Royal Armouries still maintains a presence and displays in the White Tower.
As at all UK National Museums, entry is free, though certain extra attractions are charged for."
"Pisa Cathedral, Pisa, Italy",43.7232833,10.395728030184385,Pisa Cathedral,"Pisa Cathedral (Italian: Cattedrale Metropolitana Primaziale di Santa Maria Assunta; Duomo di Pisa) is a medieval Catholic cathedral dedicated to the Assumption of the Virgin Mary, in the Piazza dei Miracoli in Pisa, Italy, the oldest of the three structures in the plaza followed by the Pisa Baptistry and the Campanile known as the Leaning Tower of Pisa. The cathedral is a notable example of Romanesque architecture, in particular the style known as Pisan Romanesque. Consecrated in 1118, it is the seat of the Archbishop of Pisa. Construction began in 1063 and was completed in 1092. Additional enlargements and a new facade were built in the 12th century and the roof was replaced after damage from a fire in 1595."
"Magritte Museum, Brussels, Belgium",50.8424182,4.358796,Magritte Museum,"The Magritte Museum (French: Musée Magritte; Dutch: Magritte Museum) is an art museum in the Royal Quarter of Brussels, Belgium, dedicated to the work of the Belgian surrealist artist, René Magritte. It is one of the constituent museums of the Royal Museums of Fine Arts of Belgium.
The museum is housed in the Hôtel du Lotto, an 18th-century neoclassical hôtel particulier (townhouse) on the Place Royale/Koningsplein, across the street from the Musical Instruments Museum (MIM) and not far from the Royal Palace of Brussels. This site is served by Brussels-Central railway station, as well as by the metro stations Parc/Park (on lines 1 and 5) and Trône/Troon (on lines 2 and 6)."
"Belvedere Palace, Vienna, Austria",48.1910716,16.3797606,"Belvedere, Vienna","The Belvedere is a historic building complex in Vienna, Austria, consisting of two Baroque palaces (the Upper and Lower Belvedere), the Orangery, and the Palace Stables. The buildings are set in a Baroque park landscape in the third district of the city, on the south-eastern edge of its centre. It houses the Belvedere museum. The grounds are set on a gentle gradient and include decorative tiered fountains and cascades, Baroque sculptures, and majestic wrought iron gates. The Baroque palace complex was built as a summer residence for Prince Eugene of Savoy.
The Belvedere was built during a period of extensive construction in Vienna, which at the time was both the imperial capital and home to the ruling Habsburg dynasty. This period of prosperity followed on from the commander-in-chief Prince Eugene of Savoy's successful conclusion of a series of wars against the Ottoman Empire."
"Grand Place, Brussels, Belgium",50.84671385,4.352515139811132,Grand-Place,"The Grand-Place (French: [ɡʁɑ̃ plas]; ""Grand Square""; also used in English) or Grote Markt (Dutch: [ˌɣroːtə ˈmɑr(ə)kt] ; ""Big Market"") is the central square of Brussels, Belgium. It is surrounded by opulent Baroque guildhalls of the former Guilds of Brussels and two larger edifices; the city's Flamboyant Town Hall, and the neo-Gothic King's House or Bread House building, containing the Brussels City Museum. The square measures 68 by 110 metres (223 by 361 ft) and is entirely paved.
The Grand-Place's construction began in the 11th century and was largely complete by the 17th. In 1695, during the Nine Years' War, most of the square was destroyed during the bombardment of Brussels by French troops. Only the facade and the tower of the Town Hall, which served as a target for the artillery, and some stone walls resisted the incendiary balls. The houses that surrounded the Grand-Place were rebuilt during subsequent years, giving the square its current appearance, though they were frequently modified in the following centuries. From the mid-19th century, the square's heritage value was rediscovered, and it was thoroughly renovated.
Nowadays, the Grand-Place is the most important tourist destination and most memorable landmark in Brussels. It is also considered one of the world's most beautiful squares, and has been a UNESCO World Heritage Site since 1998. The square frequently hosts festive and cultural events, among them, in August of every even year, the installation of an immense flower carpet in its centre. It is also a centre of annual celebrations during the Christmas and New Year period, and a Christmas tree has been erected annually on the square since the mid-20th century.
This site is served by the premetro (underground tram) station Bourse/Beurs (on lines 3 and 4), as well as the bus stop Grand-Place/Grote Markt (on line 95)."
"Naples Archaeological Museum, Naples, Italy",40.853606400000004,14.251150015809714,"National Archaeological Museum, Naples","The National Archaeological Museum of Naples (Italian: Museo Archeologico Nazionale di Napoli, abbr. MANN) is an important Italian archaeological museum, particularly for ancient Roman remains. Its collection includes works from Greek, Roman and Renaissance times, and especially Roman artifacts from the nearby Pompeii, Stabiae and Herculaneum sites. From 1816 to 1861, it was known as Real Museo Borbonico (""the Royal Bourbon Museum"")."
"Alicante Museum of Contemporary Art, Alicante, Spain",38.3436365,-0.4881708,Alicante,"Alicante (Valencian: Alacant) is a city and municipality in the Valencian Community, Spain. It is the capital of the province of Alicante and a historic Mediterranean port. The population of the city was 337,482 as of 2020, the second-largest in the Valencian Community."
"Kremlin, Moscow, Russia",55.7516212,37.618122044334896,Kremlin,"The Moscow Kremlin (Russian: Московский Кремль Moskovsky Kreml', IPA: [mɐˈskofskʲɪj ˈkrʲemlʲ]), or simply the Kremlin, is a fortified complex in Moscow, Russia. Located in the centre of the country's capital city, it is the best known of the kremlins (Russian citadels) and includes five palaces, four cathedrals, and the enclosing Kremlin Wall along with the Kremlin towers. Within the complex is the Grand Kremlin Palace, which served as the royal residence of the Emperor of Russia. It is now the official residence of the President of the Russian Federation. The Kremlin overlooks the Moskva River to the south, Saint Basil's Cathedral and Red Square to the east, and Alexander Garden to the west.
The name kremlin means ""fortress inside a city"" in Russian, and is often also used metonymically in international politics to refer to the Government of the Russian Federation. Likewise, during the Cold War, it referred to the Government of the Soviet Union, which operated out of the city in the erstwhile Russian SFSR. The term ""Kremlinology"" is related to the metonym and refers to the study of Soviet and Russian politics.
Largely open to the public, the Kremlin offers supervised tours; the accompanying Moscow Kremlin Museums reportedly attracted approximately three million visitors in 2017."
"Rocher des Doms, Avignon, France",43.95265595,4.807919512981755,History of Avignon,"The following is a history of Avignon, France."
"Guinness Storehouse, Dublin, Ireland",53.34193275,-6.286729742986431,Guinness Storehouse,"Guinness Storehouse is a tourist attraction at St. James's Gate Brewery in Dublin, Ireland. Since opening in 2000, it has received over twenty million visitors.
The Storehouse covers seven floors surrounding a glass atrium shaped in the form of a pint of Guinness. The ground floor introduces the beer's four ingredients (water, barley, hops and yeast), and the brewery's founder, Arthur Guinness. Other floors feature the history of Guinness advertising and include an interactive exhibit on responsible drinking. The seventh floor houses the Gravity Bar with views of Dublin and where visitors may drink a pint of Guinness included in the price of admission."
"Mole Antonelliana, Turin, Italy",45.06898875,7.693191847163605,Mole Antonelliana,"The Mole Antonelliana (pronounced [ˈmɔːle antonelˈljaːna]) is a major landmark building in Turin, Italy, named after its architect, Alessandro Antonelli. A mole in Italian is a building of monumental proportions.
Construction began in 1863, soon after Italian unification, and was completed in 1889, after the architect's death. Originally conceived of as a synagogue, it now houses the National Museum of Cinema, and is believed to be the tallest museum in the world. A representation of the building is featured on the obverse of the Italian 2 euro cent coin. Catalan vaults are featured in the ceiling of the ground floor under the atrium, which are relatively rare in Italy but popular in Spain, where they originated.

"
"Amalienborg, Copenhagen, Denmark",55.6839601,12.59307810217054,Amalienborg,"Amalienborg (Danish pronunciation: [æˈmɛˀljn̩ˌpɒˀ]) is the official residence for the Danish royal family and is located in Copenhagen. Frederick VIII's palace complex has four identical Classical façades, effectively four palaces, with Rococo interiors, laid around an octagonal courtyard (Danish: Amalienborg Slotsplads). At the centre is a large equestrian statue of Frederick V. Amalienborg was originally built for four noble families, but after Christiansborg Palace burned in 1794 the royal family bought the palaces and moved in. Over the years various monarchs and their families have lived there, including today's King Frederik X and Queen Mary."
"Prater, Vienna, Austria",48.19164825,16.437062443085445,Prater,"The Prater (German pronunciation: [ˈpraːtɐ] ) is a large public park in Leopoldstadt, Vienna, Austria. The Wurstelprater, an amusement park that is often simply called ""Prater"", lies in one corner of the Wiener Prater and includes the Wiener Riesenrad Ferris wheel."
"Gamla Stan, Stockholm, Sweden",59.3249529,18.0706429,Gamla stan,"Gamla stan (Swedish: [ˈɡâmːla ˈstɑːn], ""The Old Town""), until 1980 officially Staden mellan broarna (""The Town between the Bridges""), is the old town of Stockholm, Sweden. Gamla stan consists primarily of the island Stadsholmen. Officially, but not colloquially, Gamla stan includes the surrounding islets Riddarholmen, Helgeandsholmen and Strömsborg. It has a population of approximately 3,000.
Gamla Stan has played a prominent role in the history of Swedish architecture, with many of Sweden's most renowned architects shaping the area; these include figures such as Nicodemus Tessin and Carl Hårleman, who worked on the Stockholm Palace, still located in the area.
Other notable buildings in the old town include Tessin's own palace, the Stockholm Stock Exchange Building, Bonde Palace (seat of the Swedish Supreme Court) and the important House of Nobility; the last of these buildings hosted the parliament for many years."
"Trinity College Library, Dublin, Ireland",53.3439588,-6.2566963,Library of Trinity College Dublin,"The Library of Trinity College Dublin (Irish: Leabharlann Choláiste na Tríonóide) serves Trinity College. It is a legal deposit or ""copyright library"", under which, publishers in Ireland must deposit a copy of all their publications there, without charge. It is the only Irish library to hold such rights for works published in the United Kingdom.
The Library is the permanent home to the Brian Boru harp which is a national symbol of Ireland, a copy of the 1916 Proclamation of the Irish Republic, and the Book of Kells. One of the four volumes of the Book of Kells is on public display at any given time. The volumes and pages shown are regularly changed; a new display case installed in 2020 facilitated all pages to be displayed including many which had not been seen in public for several decades. Members of the University of Dublin also have access to the libraries of Tallaght University Hospital and the Irish School of Ecumenics, Milltown.

"
"Kelvingrove Art Gallery and Museum, Glasgow, United Kingdom",55.8685825,-4.290627759615381,Kelvingrove Art Gallery and Museum,"Kelvingrove Art Gallery and Museum is a museum and art gallery in Glasgow, Scotland, managed by Glasgow Museums. The building is located in Kelvingrove Park in the West End of the city, adjacent to Argyle Street. Kelvingrove Art Gallery and Museum is one of Scotland's most popular museums and free visitor attractions.
The art gallery and museum opened in 1901, and the collection encompasses natural history, Egyptian antiquities, design, architecture, medieval arms and armoury, Scottish history and the history of Glasgow. The building also houses one of Europe’s great civic art collections, including Scottish, European, African, Asian and Oceanic fine and decorative arts.
Kelvingrove re-opened in 2006 after a three-year, £27 million refurbishment and restoration, with the collections re-organised into two halves: Life and Expression. The Life galleries represent natural history, human history and prehistory. The Expression galleries include the fine art collections. The 22 galleries display over 8,000 objects. Notable exhibits include Salvador Dali’s Christ of St John of the Cross, Sir Roger the Asian elephant, the Avant armour, and paintings by the Glasgow Boys and the Scottish Colourists."
"Tabarca Island, Alicante, Spain",41.9560002,-8.3950979,Tabarca,"Tabarca (Valencian: [taˈbaɾka], Spanish: [taˈβaɾka]), officially Nueva Tabarca and also known as Isla Plana (Spanish) and  as Nova Tabarca and Illa Plana in Valencian, is an islet located in the Mediterranean Sea, close to the town of Santa Pola, in the province of Alicante, Valencian community, Spain. Tabarca is the largest island in the Valencian Community, and the smallest permanently inhabited islet in Spain. It is known for its marine reserve."
"Miniatur Wunderland, Hamburg, Germany",53.5438229,9.9889448,Miniatur Wunderland,"The Miniatur Wunderland (German for: ""Miniature Wonderland"") is, according to Guinness World Records, the largest model railway system in the world. It is located at the historic Speicherstadt in Hamburg, Germany.
The exhibition includes around 1,120 digitally controlled trains with more than 10,000 wagons. The Wonderland is also designed with around 4,300 houses and bridges, more than 10,000 vehicles – of which around 350 drive independently on the installation – 52 airplanes and around 290,000 figures. The system features a recurring day-night lighting cycle and almost 500,000 built-in LED lights. Of the 7,000 m2 (75,347 sq ft) of floorspace, the models occupies 1,545 m2 (16,630 sq ft).
As of December 2021, the railway consisted of 16,138 m (52,946 ft) of track in H0 scale, divided into nine sections: Harz mountains, the fictitious town of Knuffingen, the Alps and Austria, Hamburg, the United States, Scandinavia, Switzerland, a replica of Hamburg Airport, Italy and South America. Planning is also in progress for the construction of sections for Central America and the Caribbean, Asia, England, Africa and The Netherlands."
"Berlin Wall Memorial, Berlin, Germany",52.537671,13.395244908713806,Berlin Wall,"The Berlin Wall (German: Berliner Mauer, pronounced [bɛʁˌliːnɐ ˈmaʊɐ] ) was a guarded concrete barrier that encircled West Berlin of the Federal Republic of Germany (FRG; West Germany) from 1961 to 1989, separating it from East Berlin and the German Democratic Republic (GDR; East Germany). Construction of the Berlin Wall was commenced by the government of the GDR on 13 August 1961. It included guard towers placed along large concrete walls, accompanied by a wide area (later known as the ""death strip"") that contained anti-vehicle trenches, beds of nails and other defenses. The primary intention for the Wall's construction was to prevent East German citizens from fleeing to the West.
The Soviet Bloc propaganda portrayed the Wall as protecting its population from ""fascist elements conspiring to prevent the will of the people"" from building a communist state in the GDR. The authorities officially referred to the Berlin Wall as the Anti-Fascist Protection Rampart (German: Antifaschistischer Schutzwall, pronounced [antifaˌʃɪstɪʃɐ ˈʃʊtsval] ). The West Berlin city government sometimes referred to it as the ""Wall of Shame"", a term coined by mayor Willy Brandt in reference to the Wall's restriction on freedom of movement. Along with the separate and much longer inner German border, which demarcated the border between East and West Germany, it came to symbolize physically the Iron Curtain that separated the Western Bloc and Soviet satellite states of the Eastern Bloc during the Cold War.
Before the Wall's erection, 3.5 million East Germans circumvented Eastern Bloc emigration restrictions and defected from the GDR, many by crossing over the border from East Berlin into West Berlin; from there they could then travel to West Germany and to other Western European countries. Between 1961 and 1989, the Wall prevented almost all such emigration. During this period, over 100,000 people attempted to escape, and over 5,000 people succeeded in escaping over the Wall, with an estimated death toll of those murdered by East German authorities ranging from 136 to more than 200 in and around Berlin.
In 1989, a series of revolutions in nearby Eastern Bloc countries—in Poland and Hungary in particular—caused a chain reaction in East Germany. In particular, the Pan-European Picnic in August 1989 set in motion a peaceful development during which the Iron Curtain largely broke, the rulers in the East came under pressure to cease their repressive policies, the Berlin Wall fell and finally the Eastern Bloc collapsed. After several weeks of civil unrest, the East German government announced on 9 November 1989 that all GDR citizens could visit the FRG and West Berlin. Crowds of East Germans crossed and climbed onto the Wall, joined by West Germans on the other side in a celebratory atmosphere. Over the next few weeks, souvenir hunters chipped away parts of the Wall. The Brandenburg Gate, a few meters from the Berlin Wall, was opened on 22 December 1989. The demolition of the Wall officially began on 13 June 1990 and was completed in 1994. The fall of the Berlin Wall paved the way for German reunification, which formally took place on 3 October 1990."
"Anne Frank House, Amsterdam, Netherlands",52.3751558,4.884080719848152,Anne Frank House,"The Anne Frank House (Dutch: Anne Frank Huis) is a writer's house and biographical museum dedicated to Jewish wartime diarist Anne Frank. The building is located on a canal called the Prinsengracht, close to the Westerkerk, in central Amsterdam in the Netherlands.
During World War II, when the Netherlands was occupied by Germany, Anne Frank hid from Nazi persecution with her family and four other people in hidden rooms, in the rear building, of the 17th-century canal house, later known as the Secret Annex (Dutch: Achterhuis). She did not survive the war but her wartime diary was published in 1947. Ten years later the Anne Frank Foundation was established to protect the property from developers who wanted to demolish the block.
The entire museum, which occupies the three adjacent buildings on the street front of Prinsengracht 263 to 267, opened on 3 May 1960. It preserves the hiding place (the Secret Annex at rear of 263), with the other buildings expanding the permanent exhibition on the life and times of Anne Frank, and has an exhibition space about all forms of persecution and discrimination. In 2017, the museum had 1.27 million visitors and was the third most visited museum in the Netherlands, after the Van Gogh Museum and the Rijksmuseum."
"Heineken Experience, Amsterdam, Netherlands",52.3578404,4.891784,Heineken Experience,"The Heineken Experience, located in Amsterdam, is a historic brewery and corporate visitor center for the internationally distributed Dutch pilsner, Heineken beer."
"Saint Basil's Cathedral, Moscow, Russia",55.7524736,37.6231623872298,Saint Basil's Cathedral,"The Cathedral of Vasily the Blessed (Russian: Собо́р Васи́лия Блаже́нного, tr. Sobór Vasíliya Blazhénnogo), commonly known as Saint Basil's Cathedral, is an Orthodox church in Red Square of Moscow, and is one of the most popular cultural symbols of Russia. The building, now a museum, is officially known as the Cathedral of the Intercession of the Most Holy Theotokos on the Moat, or Pokrovsky Cathedral. It was built from 1555 to 1561 on orders from Ivan the Terrible and commemorates the capture of Kazan and Astrakhan. Its completion, with its colors, was made in 1683. It was the city's tallest building until the completion of the Ivan the Great Bell Tower in 1600.
The original building, known as Trinity Church and later Trinity Cathedral, contained eight chapels arranged around a ninth, central chapel dedicated to the Intercession; a tenth chapel was erected in 1588 over the grave of the venerated local saint Vasily (Basil). In the 16th and 17th centuries, because it was perceived as the earthly symbol of the Heavenly City, like all churches in Byzantine Christianity, the church was popularly known as the ""Jerusalem"" and served as an allegory of the Jerusalem Temple in the annual Palm Sunday parade attended by the Patriarch of Moscow and the Tsar.
The cathedral has nine domes (each one corresponding to a different church) and is shaped like the flame of a bonfire rising into the sky. Dmitry Shvidkovsky, in his book Russian Architecture and the West, states that ""it is like no other Russian building. Nothing similar can be found in the entire millennium of Byzantine tradition from the fifth to the fifteenth century ... a strangeness that astonishes by its unexpectedness, complexity and dazzling interleaving of the manifold details of its design."" The cathedral foreshadowed the climax of Russian national architecture in the 17th century.
As part of the program of state atheism, the church was confiscated from the Russian Orthodox community as part of the Soviet Union's antireligious campaigns and has operated as a division of the State Historical Museum since 1928. It was completely secularized in 1929, and remains a federal property of the Russian Federation. The church has been part of the Moscow Kremlin and Red Square UNESCO World Heritage Site since 1990. With the dissolution of the Soviet Union in 1991, weekly Orthodox Christian services with prayer to St. Basil have been restored since 1997."
"Edinburgh Castle, Edinburgh, United Kingdom",55.948686699999996,-3.2004174629518065,Edinburgh Castle,"Edinburgh Castle is a historic castle in Edinburgh, Scotland. It stands on Castle Rock, which has been occupied by humans since at least the Iron Age. There has been a royal castle on the rock since at least the reign of Malcolm III in the 11th century, and the castle continued to be a royal residence until 1633. From the 15th century, the castle's residential role declined, and by the 17th century it was principally used as a military garrison. Its importance as a part of Scotland's national heritage was recognised increasingly from the early 19th century onwards, and various restoration programmes have been carried out over the past century and a half.
Edinburgh Castle has played a prominent role in Scottish history, and has served variously as a royal residence, an arsenal, a treasury, a national archive, a mint, a prison, a military fortress, and the home of the Honours of Scotland - the Scottish regalia. As one of the most important strongholds in the Kingdom of Scotland, the castle was involved in many historical conflicts from the Wars of Scottish Independence in the 14th century to the Jacobite rising of 1745. Research undertaken in 2014 identified 26 sieges in its 1,100-year history, giving it a claim to having been ""the most besieged place in Great Britain and one of the most attacked in the world"". Few of the present buildings pre-date the Lang Siege of 1573, when the medieval defences were largely destroyed by artillery bombardment. The most notable exceptions are St Margaret's Chapel from the early 12th century, which is regarded as the oldest building in Edinburgh, the Royal Palace, and the early 16th-century Great Hall. The castle is the site of the Scottish National War Memorial and the National War Museum. The British Army is still responsible for some parts of the castle, although its presence is now largely ceremonial and administrative. The castle is the regimental headquarters of the Royal Regiment of Scotland and the Royal Scots Dragoon Guards and houses their regimental museums, along with that of the Royal Scots.
The castle, in the care of Historic Environment Scotland, is Scotland's most (and the United Kingdom's second most) visited paid tourist attraction, with over 2.2 million visitors in 2019 and over 70 percent of leisure visitors to Edinburgh visiting the castle. As the backdrop to the Royal Edinburgh Military Tattoo during the annual Edinburgh Festival, the castle has become a recognisable symbol of Edinburgh in particular and of Scotland as a whole."
"Capitol Square, Toulouse, France",43.60444985,1.4444940151085732,Capitole de Toulouse,"The Capitole de Toulouse (Occitan: Capitòli de Tolosa; lit. 'Capitol of Toulouse'), commonly known as the Capitole, is the heart of the municipal administration and the city hall of the French city of Toulouse.

"
"Es Vedrà, Ibiza, Spain",38.86674095,1.1979265529927077,Es Vedrà,"Es Vedrà (Catalan pronunciation: [əz vəˈðɾa])  is a small rocky island off the south western seaboard of the Spanish island of Ibiza. The island, which is 413 metres tall, is part of the Cala d'Hort nature reserve and lies 1.5423 miles (2.4821 km) off the coast at Cala d'Hort, which is in the municipality of Sant Josep de sa Talaia. The island is uninhabited."
"Castle of Alicante, Alicante, Spain",38.3436365,-0.4881708,Alicante,"Alicante (Valencian: Alacant) is a city and municipality in the Valencian Community, Spain. It is the capital of the province of Alicante and a historic Mediterranean port. The population of the city was 337,482 as of 2020, the second-largest in the Valencian Community."
"Heroes' Square, Budapest, Hungary",47.5148845,19.077753386157138,Heroes' Square (Budapest),"Hősök tere (Hungarian: [ˈhøːʃøk ˈtɛrɛ]; lit. 'Heroes' Square') is one of the major squares in Budapest, Hungary, noted for its iconic Millennium Monument with statues featuring the Seven chieftains of the Magyars and other important Hungarian national leaders, as well as the Memorial Stone of Heroes, often erroneously referred as the Tomb of the Unknown Soldier. The square lies at the outbound end of Andrássy Avenue next to City Park (Városliget). It hosts the Museum of Fine Arts and the Palace of Art (Műcsarnok). The square has played an important part in contemporary Hungarian history and has been a host to many political events, such as the reburial of Imre Nagy in 1989. Most sculptures were made by sculptor György Zala from Lendava, with one made by György Vastagh.
In Budapest there are three more squares named Hősök tere, 'Heroes' Square', in the districts or neighbourhoods of Soroksár, Békásmegyer and Rákosliget.

"
