landmark,latitude,longitude,wiki_title,image_url,wiki_content
Petäjävesi Old Church,61.12056,21.7775,Petäjävesi Old Church,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Pet%C3%A4j%C3%A4vesi_Old_Church_2018.jpg/500px-Pet%C3%A4j%C3%A4vesi_Old_Church_2018.jpg,"The Petäjävesi Old Church (Finnish: Petäjäveden vanha kirkko) is a wooden church located in Petäjävesi, Finland. It was built between 1763 and 1765, when Tavastia was still a part of Sweden. The bell tower was built in 1821. It was inscribed in 1994 on the UNESCO World Heritage List for its testimony to the wooden church architecture of the Nordic countries.
The church is located about 1 kilometre (0.62 mi) to the west of the centre of Petäjävesi. It is a popular church for weddings in the summer, and there is a church service on most Sundays."
Verla Groundwood and Board Mill,61.12806,21.51167,Verla,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Verla.JPG/500px-Verla.JPG,"Verla at Jaala, Kouvola, Finland, is a well-preserved 19th-century mill village. Situated along the northern Kymi River, the mill, nearby power plants, and residential houses were inscribed on the UNESCO World Heritage List in 1996 due to its testimony to the lumber industry in the 19th century and the lives of the industrial workers of that time."
Mont-Saint-Michel and its Bay,60.14722,24.98722,Mont-Saint-Michel Bay,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Mont_st_michel_aerial.jpg/500px-Mont_st_michel_aerial.jpg,"The Mont-Saint-Michel Bay (French: baie du Mont-Saint-Michel, pronounced [bɛ dy mɔ̃ sɛ̃ miʃɛl]; Breton: Bae Menez-Mikael) is located between Brittany (to the south west) and the Normandy peninsula of Cotentin (to the south and east). The bay was listed as a UNESCO world heritage site in 1979 for its aesthetic quality and its importance to the Christian tradition. Due to the significant tidal movements in this region (over 10 meters) a large part of the bay is uncovered at low tide. There are two granitic islands in the bay: Tombelaine and the Mont-Saint-Michel. Many birds and harbor seals live in this area."
Chartres Cathedral,62.25,25.18333,Chartres Cathedral,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Notre_Dame_de_Chartres.jpg/500px-Notre_Dame_de_Chartres.jpg,"Chartres Cathedral, also known as the Cathedral of Our Lady of Chartres (French: Cathédrale Notre-Dame de Chartres), is a Catholic church in Chartres, France, about 80 km (50 miles) southwest of Paris, and is the seat of the Bishop of Chartres. Mostly constructed between 1194 and 1220, it stands on the site of at least five cathedrals that have occupied the site since the Diocese of Chartres was formed as an episcopal see in the 4th century. It is one of the best-known and most influential examples of High Gothic and  Classic Gothic architecture, 
It stands on Romanesque basements, while its north spire is more recent (1507–1513) and is built in the more ornate  Flamboyant style.
Long renowned as ""one of the most beautiful and historically significant cathedrals in all of Europe,"" it was designated a World Heritage Site by UNESCO in 1979, which called it ""the high point of French Gothic art"" and a ""masterpiece"".
The cathedral is well-preserved and well-restored: the majority of the original stained glass windows survive intact, while the architecture has seen only minor changes since the early 13th century. The building's exterior is dominated by heavy flying buttresses which allowed the architects to increase the window size significantly, while the west end is dominated by two contrasting spires – a 105-metre (349 ft) plain pyramid completed around 1160 and a 113-metre (377 ft) early 16th-century Flamboyant spire on top of an older tower. Equally notable are the three great façades, each adorned with hundreds of sculpted figures illustrating key theological themes and narratives.
Since at least the 12th century the cathedral has been an important destination for travellers. It attracts large numbers of Christian pilgrims, many of whom come to venerate its famous relic, the Sancta Camisa, said to be the tunic worn by the Virgin Mary at Christ's birth, as well as large numbers of secular tourists who come to admire the cathedral's architecture and art. A venerated Black Madonna enshrined within was crowned by Pope Pius IX on 31 May 1855."
Palace and Park of Versailles,61.06194,26.64083,Palace of Versailles,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Versailles-Chateau-Jardins02.jpg/500px-Versailles-Chateau-Jardins02.jpg,"The Palace of Versailles ( vair-SY, vur-SY; French: château de Versailles [ʃɑto d(ə) vɛʁsɑj] ) is a former royal residence commissioned by King Louis XIV located in Versailles, about 19 kilometers (12 mi) west of Paris, France.
The palace is owned by the government of France and since 1995 has been managed, under the direction of the French Ministry of Culture, by the Public Establishment of the Palace, Museum and National Estate of Versailles. About 15,000,000 people visit the palace, park, or gardens of Versailles every year, making it one of the most popular tourist attractions in the world.
Louis XIII built a simple hunting lodge on the site of the Palace of Versailles in 1623. With his death came Louis XIV who expanded the château into the beginnings of a palace that went through several changes and phases from 1661 to 1715. It was a favorite residence for both kings, and in 1682, Louis XIV moved the seat of his court and government to Versailles, making the palace the de facto capital of France. This state of affairs was continued by Kings Louis XV and Louis XVI, who primarily made interior alterations to the palace, but in 1789 the royal family and capital of France returned to Paris. For the rest of the French Revolution, the Palace of Versailles was largely abandoned and emptied of its contents, and the population of the surrounding city plummeted.
Napoleon, following his coronation as Emperor, used Versailles as a summer residence from 1810 to 1814, but did not restore it. Following the Bourbon Restoration, when the king was returned to the throne, he resided in Paris and it was not until the 1830s that meaningful repairs were made to the palace. A museum of French history was installed within it, replacing the apartments of the southern wing.
The palace and park were designated a World Heritage Site by UNESCO in 1979 for its importance as the center of power, art, and science in France during the 17th and 18th centuries. The French Ministry of Culture has placed the palace, its gardens, and some of its subsidiary structures on its list of culturally significant monuments."
"Vézelay, Church and Hill",48.63556,-1.51056,Vézelay Abbey,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Vezelay-7776-Bearbeitet.jpg/500px-Vezelay-7776-Bearbeitet.jpg,"Vézelay Abbey (French: Abbaye Sainte-Marie-Madeleine de Vézelay) is a Benedictine and Cluniac monastery in Vézelay in the east-central French department of Yonne.  It was constructed between 1120 and 1150. The Benedictine abbey church, now the Basilica of Sainte-Marie-Madeleine (Saint Mary Magdalene), with its complex program of imagery in sculpted capitals and portals, is one of the great masterpieces of Burgundian Romanesque art and architecture. Sacked by the Huguenots in 1569,  the building suffered neglect in the 17th and the 18th centuries  and some further damage during the period of the French Revolution.
The church and hill at Vézelay were added to the UNESCO list of World Heritage Sites in 1979 because of their importance in medieval Christianity and outstanding architecture.
Relics of Mary Magdalene can be seen inside the Basilica."
Prehistoric Sites and Decorated Caves of the Vézère Valley,48.4475,1.487222222,Prehistoric Sites and Decorated Caves of the Vézère Valley,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Abri_du_Poisson_Cave_-_1.jpg/500px-Abri_du_Poisson_Cave_-_1.jpg,"The Prehistoric Sites and Decorated Caves of the Vézère Valley is a UNESCO World Heritage Site in France since 1979. It specifically lists 15 prehistoric sites in the Vézère valley in the Dordogne department, mostly in and around Les Eyzies-de-Tayac-Sireuil, which has been called the ""Capital of Prehistory"". This valley is exceptionally rich in prehistoric sites, with more than 150 known sites including 25 decorated caves, and has played an essential role in the study of the Paleolithic era and its art. Three of the sites are the namesakes for prehistoric periods; the Micoquien (named after La Micoque), Mousterian (after Le Moustier), and Magdalenian (after Abri de la Madeleine). Furthermore, the Cro-Magnon rock shelter gave its name to the Cro-Magnon, the generic name for the European early modern humans. Many of the sites were discovered or first recognised as significant and scientifically explored by the archaeologists Henri Breuil and Denis Peyrony in the early twentieth century, while Lascaux, which has the most exceptional rock art of these, was discovered in 1940.
The decorated caves in the region were instrumental in ending the debate about the nature of prehistoric art, which was still considered by many to be modern fakes. The late 19th century discoveries of first the Chabot cave (in 1879), Cave of Altamira (in 1880) and Pair-non-Pair (in 1881) were widely discussed, but no definite proof of their ancient origin was generally accepted. The cave of La Mouthe was the first cave in the Vézère region where decorations were discovered, but only with the double discoveries at Font-de-Gaume and Les Combarelles in 1901 was the debate finally settled.
The importance of the region as a centre of paleolithic activity and art is explained in the ""Larousse Encyclopedia of Prehistoric & Ancient Art"":

For reasons not entirely understood, but most probably related to a unique abundance of game, the richness of glacial age occupation in certain valleys of south-west France is unparalleled elsewhere and these people were the finest artists. In particular the occupation sites of a short stretch of the Vézère valley in the Dordogne département have revealed a series of superimposed culture strata sometimes totalling many feet thick, which have enabled a sequence of culture types to be established.
The same book then lists 7 masterpieces of prehistoric art, including Lascaux, Les Combarelles and Font de Gaume.
Twelve of the 15 listed sites are open to a limited number of visitors per day (in most cases less than 100 per day). Two sites (La Mouthe and La Madeleine) are completely inaccessible to the public. In the case of Lascaux, the original cave is closed, but extensive 3D reproductions built nearby are easily accessible."
Palace and Park of Fontainebleau,48.805,2.119444444,Palace of Fontainebleau,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Fontainebleau_Chateau_and_Pond.jpg/500px-Fontainebleau_Chateau_and_Pond.jpg,"Palace of Fontainebleau ( Fon-tan-BLO, US also  -⁠bloo; French: Château de Fontainebleau [ʃɑto d(ə) fɔ̃tɛnblo]), located 55 kilometers (34 miles) southeast of the center of Paris, in the commune of Fontainebleau, is one of the largest French royal châteaux. It served as a hunting lodge and summer residence for many of the French monarchs, beginning with Louis VII. Francis I, Henry II, Louis-Philippe, Napoleon Bonaparte and Napoleon III.  Though the monarchs only resided there for a few months of the year, they gradually transformed it into a genuine palace, filled with art and decoration. It became a national museum in 1927 and was designated a UNESCO World Heritage Site in 1981 for its unique architecture and historical importance."
Amiens Cathedral,47.46638889,3.748333333,Amiens Cathedral,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/0_Amiens_-_Cath%C3%A9drale_Notre-Dame_%281%29.JPG/500px-0_Amiens_-_Cath%C3%A9drale_Notre-Dame_%281%29.JPG,"The Cathedral Basilica of Our Lady of Amiens (French: Basilique Cathédrale Notre-Dame d'Amiens), or simply Amiens Cathedral, is a Roman Catholic church. The cathedral is the seat of the Bishop of Amiens. It is situated on a slight ridge overlooking the River Somme in Amiens, the administrative capital of the Picardy region of France, some 120 kilometres (75 miles) north of Paris.
The cathedral was built almost entirely between 1220 and c. 1270, a remarkably short period of time for a Gothic cathedral, giving it an unusual unity of style. Amiens is an early example of the High Gothic period, and the Rayonnant style of Gothic architecture.   The Rayonnant appeared in the triforiuum and clerestory, which were begun in 1236,  and  in the enlarged high windows of the choir, added in the mid-1250s.
Its builders were trying to maximize the internal dimensions in order to reach for the heavens and bring in more light. As a result, Amiens Cathedral is the largest in France, 200,000 cubic metres (260,000 cu yd), large enough to contain two cathedrals the size of Notre Dame of Paris.
The cathedral has been listed as a UNESCO World Heritage Site since 1981. Although it has lost much of its original stained glass, Amiens Cathedral is renowned for the quality and quantity of early 13th-century Gothic sculpture in the main west façade and the south transept portal, and a large quantity of polychrome sculpture from later periods inside the building."
"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange",45.0575,1.17,Triumphal Arch of Orange,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Arc-triomphe.jpg/500px-Arc-triomphe.jpg,"The Triumphal Arch of Orange (French: Arc de triomphe d'Orange) is a triumphal arch located in the town of Orange, southeast France. There is debate about when the arch was built, but current research that accepts the inscription as evidence (27 BC–AD 14) favours a date during the reign of emperor Augustus. It was built on the former via Agrippa to honor the veterans of the Gallic Wars and Legio II Augusta. It was later reconstructed by emperor Tiberius to celebrate the victories of deceased general Germanicus over the German tribes in Rhineland (c. 20–27 AD). The arch contains an inscription dedicated to emperor Tiberius in AD 27. Along with the Roman Theatre of Orange, the Triumphal Arch was inscribed on the UNESCO World Heritage List in 1981 because of its exceptional preservation."
"Arles, Roman and Romanesque Monuments",48.40194444,2.698055556,"Arles, Roman and Romanesque Monuments",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Arles_Roman_theater_pillar_ruins.jpg/500px-Arles_Roman_theater_pillar_ruins.jpg,"Arles, Roman and Romanesque Monuments (French: Arles, monuments romains et romans) is an area containing a collection of monuments in the city centre of Arles, France, that has been listed as a UNESCO World Heritage Site since 1981.

The official brief description for this as a World Heritage Site is:
Arles is a good example of the adaptation of an ancient city to medieval European civilization. It has some impressive Roman monuments, of which the earliest—the arena, the Roman theatre and the cryptoporticus (subterranean galleries)—date back to the 1st century B.C. During the 4th century Arles experienced a second golden age, as attested by the baths of Constantine and the necropolis of Alyscamps. In the 11th and 12th centuries, Arles once again became one of the most attractive cities in the Mediterranean. Within the city walls, Saint-Trophime, with its cloister, is one of Provence's major Romanesque monuments.
The protected area covers 65 hectares (160 acres). The following buildings are located within this area:

Arles Amphitheatre
The Roman theater
Cryptoporticus and Roman forum: Located underneath the Chapel of the Jesuit College and the City Hall, this cryptoporticus was likely built by the Greeks in the 1st century BCE. It may have been used as a slave barracks.
The Thermes of Constantine: A public bath, which was built during the 4th century CE.
Ramparts of the Roman castrum
The Alyscamps
The Church of St. Trophime and its cloister
Roman exedra (courtyard of Museon Arlaten)"
Cistercian Abbey of Fontenay,49.895,2.301666667,Abbey of Fontenay,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Abbaye_de_Fontenay_R01.jpg/500px-Abbaye_de_Fontenay_R01.jpg,"The Abbey of Fontenay is a former Cistercian abbey located in the commune of  Marmagne, near Montbard, in the département of Côte-d'Or in France.  It was founded by Saint Bernard of Clairvaux in 1118, and built in the Romanesque style.  It is one of the oldest and most complete Cistercian abbeys in Europe, and became a UNESCO World Heritage Site in 1981. 
Of the original complex comprising church, dormitory, cloister,  chapter house, caldarium, refectory, dovecote and forge, all remain intact except the refectory and are well maintained.  The Abbey of Fontenay, along with other Cistercian abbeys, forms a connecting link between Romanesque and Gothic architecture."
"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt ",44.13572222,4.808416667,Royal Saltworks at Arc-et-Senans,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/France_arc_et_senas_saline_royal_main_building_1.jpg/500px-France_arc_et_senas_saline_royal_main_building_1.jpg,"The Saline Royale (Royal Saltworks) is a historical building at Arc-et-Senans in the department of Doubs, eastern France. It is next to the Forest of Chaux and 29.2 kilometres (18.1 miles) to the southwest of Besançon. The architect was Claude-Nicolas Ledoux (1736–1806), a prominent Parisian architect of the time. The work is an important example of an early Enlightenment project in which the architect based his design on a philosophy that favored arranging buildings according to a rational geometry and a hierarchical relation between the parts of the project.
The Institut Claude-Nicolas Ledoux has taken on the task of conservator and is managing the site as a monument. In 1982, UNESCO added the ""Salines Royales"" to its list of World Heritage Sites, along with the older saltworks at nearby Salins-les-Bains, for their outstanding architecture and testimony to the history of open-pan salt making. The Royal Saltworks is the first architectural complex of this scale to be used for commercial purposes.
Today, the site is mostly open to the public. It includes, in the building the coopers used, displays by the Ledoux Museum of other futuristic projects that were never built. Also, the salt production buildings house temporary exhibitions.
The train line from Besançon to Bourg-en-Bresse passes just next to the salt works.  The station for Arc-et-Senans is only a few dozen meters from the site."
"Historic Centre of Avignon: Papal Palace, Episcopal Ensemble and Avignon Bridge",43.67763889,4.630694444,Avignon,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Vue_a%C3%A9rienne_2_JP_Campomar.jpg/500px-Vue_a%C3%A9rienne_2_JP_Campomar.jpg,"Avignon (, US also , French: [aviɲɔ̃] ; Provençal: Avinhon (Classical norm) or Avignoun (Mistralian norm), IPA: [aviˈɲun]; Latin: Avenio) is the prefecture of the Vaucluse department in the Provence-Alpes-Côte d'Azur region of southeastern France. Located on the left bank of the river Rhône, the commune had a population of 93,671 as of the census results of 2017, with about 16,000 (estimate from Avignon's municipal services) living in the ancient town centre enclosed by its medieval walls. It is France's 35th-largest metropolitan area according to INSEE with 337,039 inhabitants (2020), and France's 13th-largest urban unit with 459,533 inhabitants (2020). Its urban area was the fastest-growing in France from 1999 until 2010 with an increase of 76% of its population and an area increase of 136%. The Communauté d'agglomération du Grand Avignon, a cooperation structure of 16 communes, had 197,102 inhabitants in 2022.
Between 1309 and 1377, during the Avignon Papacy, seven successive popes resided in Avignon and in 1348 Pope Clement VI bought the town from Joanna I of Naples. Papal control persisted until 1791 when during the French Revolution it became part of France. The city is now the capital of the Vaucluse department and one of the few French cities to have preserved its city walls. This is why Avignon is also known as 'La Cité des Papes' (The City-State of Popes).
The historic centre, which includes the Palais des Papes, the cathedral and the Pont d'Avignon, became a UNESCO World Heritage Site in 1995 because of its architecture and importance during the 14th and 15th centuries. The medieval monuments and the annual Festival d'Avignon (commonly called: ""Avignon Festival"") and its accompanying Festival Off Avignon—one of the world's largest festivals for performing arts, have helped to make the town a major centre for tourism."
"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy",47.63944,4.38911,Place Stanislas,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Vue_de_nuit_de_la_Place_Stanislas_%C3%A0_Nancy.jpg/500px-Vue_de_nuit_de_la_Place_Stanislas_%C3%A0_Nancy.jpg,"The Place Stanislas is a large pedestrianised square in the French city of Nancy, in the Lorraine historic region. Built between 1752 and 1756 on the orders of Stanislaus I, the square is one of the oldest examples of an architecturally consistent and monumental public square, and is an excellent example of 18th-century urban architecture. Since 1983, the architectural ensemble comprising the Place Stanislas, the extension of its axis, the Place de la Carrière and the Place d'Alliance, has been a UNESCO World Heritage Site."
Abbey Church of Saint-Savin sur Gartempe,46.9375,5.876388889,Abbey Church of Saint-Savin-sur-Gartempe,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Saint-Savin_abbaye_%283%29.jpg/500px-Saint-Savin_abbaye_%283%29.jpg,"The Abbey Church of Saint-Savin-sur-Gartempe is a Roman Catholic church located in Saint-Savin-sur-Gartempe, in Poitou, France. The Romanesque church was begun in the mid-11th century and contains many beautiful 11th- and 12th-century murals which are still in a remarkable state of preservation. The church is often referred to as the ""Romanesque Sistine Chapel"" and has been a UNESCO World Heritage Site since 1983."
"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",43.95277778,4.806111111,Gulf of Porto,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Piana_Golfe_vu_des_Calanche.jpg/500px-Piana_Golfe_vu_des_Calanche.jpg,"The Gulf of Porto is a gulf of the Mediterranean Sea located on the western façade of the island of Corsica, France, well known for its dramatic coloration and rugged cliffs. The gulf is located within the department of Corse-du-Sud. The gulf and surrounding coast is part of the Regional Natural Park of Corsica. In 1983 the gulf was designated as a UNESCO World Heritage Site, encompassing the Calanques de Piana, Gulf of Girolata, and Scandola Nature Reserve, due to its outstanding scenery, rich avian and marine life, and maquis shrubland."
Pont du Gard (Roman Aqueduct),48.69361111,6.183333333,Pont du Gard,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Pont_du_Gard_BLS.jpg/500px-Pont_du_Gard_BLS.jpg,"The Pont du Gard is an ancient Roman aqueduct bridge built in the first century AD to carry water over 50 km (31 mi) to the Roman colony of Nemausus (Nîmes). It crosses the river Gardon near the town of Vers-Pont-du-Gard in southern France. The Pont du Gard is one of the best preserved  Roman aqueduct bridges. It was added to UNESCO's list of World Heritage sites in 1985 because of its exceptional preservation, historical importance, and architectural ingenuity."
Historic Fortified City of Carcassonne,46.56472,0.86611,Carcassonne,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/1_carcassonne_aerial_2016.jpg/500px-1_carcassonne_aerial_2016.jpg,"Carcassonne (, US also , French: [kaʁkasɔn] , locally [kaχkaˈsɔnə]; Occitan: Carcassona [kaɾkaˈsunɔ]; Latin: Carcaso) is a French fortified city in the department of Aude, region of Occitania. It is the prefecture of the department.
Inhabited since the Neolithic, Carcassonne is located in the plain of the Aude between historic trade routes, linking the Atlantic to the Mediterranean Sea and the Massif Central to the Pyrénées. Its strategic importance was quickly recognised by the Ancient Romans, who occupied its hilltop until the demise of the Western Roman Empire. In the fifth century, the region of Septimania was taken over by the Visigoths, who founded the city of Carcassonne in the newly established Visigothic Kingdom.
Its citadel, known as the Cité de Carcassonne, is a medieval fortress dating back to the Gallo-Roman period and restored by the theorist and architect Eugène Viollet-le-Duc between 1853 and 1879. It was added to the UNESCO list of World Heritage Sites in 1997 because of the exceptional preservation and restoration of the medieval citadel. Consequently, Carcassonne relies heavily on tourism but also counts manufacturing and winemaking as some of its other key economic sectors."
"Strasbourg, Grande-Île and <em>Neustadt</em>",42.32519444,8.628833333,Strasbourg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Strasbourg_Cathedral.jpg/500px-Strasbourg_Cathedral.jpg,"Strasbourg (UK: , US: , French: [stʁasbuʁ] ; German: Straßburg [ˈʃtʁaːsbʊʁk] ;) is the prefecture and largest city of the Grand Est region of eastern France. Located at the border with Germany in the historic region of Alsace, it is the prefecture of the Bas-Rhin department. It is the official seat of the European Parliament.
In 2021, the city proper had 291,313 inhabitants and both the Eurométropole de Strasbourg (Greater Strasbourg) and the Arrondissement of Strasbourg had 514,651 inhabitants. Strasbourg's metropolitan area had a population of 860,744 in 2020, making it the eighth-largest metro area in France and home to 14% of the Grand Est region's inhabitants. The transnational Eurodistrict Strasbourg-Ortenau had a population of roughly 1,000,000 in 2022. Strasbourg is one of the de facto four main capitals of the European Union (alongside Brussels, Luxembourg and Frankfurt), as it is the seat of several European institutions, such as the European Parliament, the Eurocorps and the European Ombudsman of the European Union. An organization separate from the European Union, the Council of Europe (with its European Court of Human Rights, its European Directorate for the Quality of Medicines most commonly known in French as ""Pharmacopée Européenne"", and its European Audiovisual Observatory) is also located in the city.
Together with Basel (Bank for International Settlements), Geneva (United Nations), The Hague (International Court of Justice) and New York City (United Nations world headquarters), Strasbourg is among the few cities in the world that is not a state capital that hosts international organisations of the first order. The city is the seat of many non-European international institutions such as the Central Commission for Navigation on the Rhine and the International Institute of Human Rights. It is the second city in France in terms of international congress and symposia, after Paris. Strasbourg's historic city centre, the Grande Île (Grand Island), was classified a World Heritage Site by UNESCO in 1988, with the newer ""Neustadt"" being added to the site in 2017. Strasbourg is immersed in Franco-German culture and although violently disputed throughout history, has been a cultural bridge between France and Germany for centuries, especially through the University of Strasbourg, currently the second-largest in France, and the coexistence of Catholic and Protestant culture. It is also home to the largest Islamic place of worship in France, the Strasbourg Grand Mosque.
Economically, Strasbourg is an important centre of manufacturing and engineering, as well as a hub of road, rail, and river transportation. The port of Strasbourg is the second-largest on the Rhine after Duisburg in Germany, and the second-largest river port in France after Paris.

"
"Paris, Banks of the Seine",43.94722222,4.535277778,Paris,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/La_Tour_Eiffel_vue_de_la_Tour_Saint-Jacques%2C_Paris_ao%C3%BBt_2014_%282%29.jpg/500px-La_Tour_Eiffel_vue_de_la_Tour_Saint-Jacques%2C_Paris_ao%C3%BBt_2014_%282%29.jpg,"Paris is the capital and most populous city of France. With an official estimated population of 2,102,650 residents as of 1 January 2023 in an area of more than 105 km2 (41 sq mi), Paris is the fourth-most populated city in the European Union and the 30th most densely populated city in the world in 2022. Since the 17th century, Paris has been one of the world's major centres of finance, diplomacy, commerce, culture, fashion, and gastronomy. For its leading role in the arts and sciences, as well as its early and extensive system of street lighting, in the 19th century, it became known as the City of Light. 
The City of Paris is the centre of the Île-de-France region, or Paris Region, with an official estimated population of 12,271,794 inhabitants on 1 January 2023, or about 19% of the population of France. The Paris Region had a GDP of €765 billion (US$1.064 trillion, PPP) in 2021, the highest in the European Union. According to the Economist Intelligence Unit Worldwide Cost of Living Survey, in 2022, Paris was the city with the ninth-highest cost of living in the world.
Paris is a major railway, highway, and air-transport hub served by two international airports: Charles de Gaulle Airport (the third-busiest airport in Europe) and Orly Airport. Opened in 1900, the city's subway system, the Paris Métro, serves 5.23 million passengers daily; it is the second-busiest metro system in Europe after the Moscow Metro. Gare du Nord is the 24th-busiest railway station in the world and the busiest outside Japan, with 262 million passengers in 2015. Paris has one of the most sustainable transportation systems and is one of the only two cities in the world that received the Sustainable Transport Award twice.
Paris is especially known for its museums and architectural landmarks: the Louvre received 8.9 million visitors in 2023, on track for keeping its position as the most-visited art museum in the world. The Musée d'Orsay, Musée Marmottan Monet and Musée de l'Orangerie are noted for their collections of French Impressionist art. The Pompidou Centre Musée National d'Art Moderne, Musée Rodin and Musée Picasso are noted for their collections of modern and contemporary art. The historical district along the Seine in the city centre has been classified as a UNESCO World Heritage Site since 1991.
Paris hosts several United Nations organizations including UNESCO, and other international organizations such as the OECD, the OECD Development Centre, the International Bureau of Weights and Measures, the International Energy Agency, the International Federation for Human Rights, along with European bodies such as the European Space Agency, the European Banking Authority and the European Securities and Markets Authority. The football club Paris Saint-Germain and the rugby union club Stade Français are based in Paris. The 81,000-seat Stade de France, built for the 1998 FIFA World Cup, is located just north of Paris in the neighbouring commune of Saint-Denis. Paris hosts the annual French Open Grand Slam tennis tournament on the red clay of Roland Garros. The city hosted the Olympic Games in 1900 and 1924, and will host the 2024 Summer Olympics. The 1938 and 1998 FIFA World Cups, the 2019 FIFA Women's World Cup, the 2007 Rugby World Cup, as well as the 1960, 1984 and 2016 UEFA European Championships were also held in the city. Every July, the Tour de France bicycle race finishes on the Avenue des Champs-Élysées in Paris."
"Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims",43.21055556,2.358888889,Reims Cathedral,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Reims_Kathedrale.jpg/500px-Reims_Kathedrale.jpg,"Notre-Dame de Reims (; French: [nɔtʁə dam də ʁɛ̃s] ; meaning ""Our Lady of Reims""), known in English as Reims Cathedral, is a Roman Catholic cathedral in the French city of the same name, the archiepiscopal see of the Archdiocese of Reims. The cathedral was dedicated to the Virgin Mary and was the traditional location for the coronation of the kings of France. Reims Cathedral is considered to be one of the most important pieces of Gothic architecture. The cathedral, a major tourist destination, receives about one million visitors annually. It became a UNESCO World Heritage Site in 1991.
The cathedral church is thought to have been founded by the bishop Nicasius in the early 5th century. Clovis was baptized a Christian here by Saint Remigius, the bishop of Reims, about a century later. He was the first Frankish king to receive this sacrament. Construction of the present Reims Cathedral began in the 13th century and concluded in the 14th century. A prominent example of High Gothic architecture, it was built to replace an earlier church destroyed by fire in 1210. Although little damaged during the French Revolution, the present cathedral saw extensive restoration in the 19th century. It was severely damaged during World War I and the church was again restored in the 20th century.
Since the 1905 law on the separation of church and state, the cathedral has been owned by the French state, while the Catholic church has an agreement for its exclusive use. The French state pays for its restoration and upkeep."
Bourges Cathedral,48.58444444,7.748888889,Bourges Cathedral,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Cath%C3%A9drale_Saint-%C3%89tienne_7SC2336CFP.jpg/500px-Cath%C3%A9drale_Saint-%C3%89tienne_7SC2336CFP.jpg,"Bourges Cathedral (French: Cathédrale Saint-Étienne de Bourges) is a Roman Catholic church located in Bourges, France. The cathedral is dedicated to Saint Stephen and is the seat of the Archbishop of Bourges. Built atop an earlier Romanesque church from 1195 until 1230, it is largely in the Classic Gothic architectural style and was constructed at about the same time as Chartres Cathedral. The cathedral is particularly known for the great size and unity of its interior, the sculptural decoration of its portals, and the large collection of 13th century stained glass windows. Owing to its quintessential Gothic architecture, the cathedral was declared a UNESCO World Heritage Site in 1992."
